Type,Function,Digit,Time(ns)
i64toa_sequential,acf,5,14.310000
i64toa_sequential,acf,6,14.310000
i64toa_sequential,acf,7,14.310000
i64toa_sequential,acf,8,14.310000
i64toa_sequential,acf,9,16.490000
i64toa_sequential,acf,10,16.540000
i64toa_sequential,acf,11,19.840000
i64toa_sequential,acf,12,19.840000
i64toa_sequential,acf,13,19.840000
i64toa_sequential,acf,14,19.840000
i64toa_sequential,acf,15,19.840000
i64toa_sequential,acf,16,20.080000
i64toa_sequential,acf,17,23.630000
i64toa_sequential,acf,18,23.630000
i64toa_sequential,acf,19,23.630000
i64toa_sequential,acf,20,23.630000
i64toa_random,acf,0,24.892500
i64toa_sequential,amartin,1,5.780000
i64toa_sequential,amartin,2,5.780000
i64toa_sequential,amartin,3,7.540000
i64toa_sequential,amartin,4,7.550000
i64toa_sequential,amartin,5,9.920000
i64toa_sequential,amartin,6,9.920000
i64toa_sequential,amartin,7,10.900000
i64toa_sequential,amartin,8,10.900000
i64toa_sequential,amartin,9,10.910000
i64toa_sequential,amartin,10,10.900000
i64toa_sequential,amartin,11,14.960000
i64toa_sequential,amartin,12,14.960000
i64toa_sequential,amartin,13,17.240000
i64toa_sequential,amartin,14,17.230000
i64toa_sequential,amartin,15,19.580000
i64toa_sequential,amartin,16,19.570000
i64toa_sequential,amartin,17,19.520000
i64toa_sequential,amartin,18,19.630000
i64toa_sequential,amartin,19,20.510000
i64toa_sequential,amartin,20,20.410000
i64toa_random,amartin,0,22.792000
i64toa_sequential,branchlut,1,6.450000
i64toa_sequential,branchlut,2,8.600000
i64toa_sequential,branchlut,3,8.600000
i64toa_sequential,branchlut,4,7.690000
i64toa_sequential,branchlut,5,12.300000
i64toa_sequential,branchlut,6,13.390000
i64toa_sequential,branchlut,7,13.230000
i64toa_sequential,branchlut,8,13.120000
i64toa_sequential,branchlut,9,22.790000
i64toa_sequential,branchlut,10,24.800000
i64toa_sequential,branchlut,11,26.040000
i64toa_sequential,branchlut,12,24.680000
i64toa_sequential,branchlut,13,25.750000
i64toa_sequential,branchlut,14,23.670000
i64toa_sequential,branchlut,15,24.640000
i64toa_sequential,branchlut,16,24.520000
i64toa_sequential,branchlut,17,24.000000
i64toa_sequential,branchlut,18,24.750000
i64toa_sequential,branchlut,19,26.810000
i64toa_sequential,branchlut,20,26.770000
i64toa_random,branchlut,0,32.965500
i64toa_sequential,branchlut2,1,5.430000
i64toa_sequential,branchlut2,2,6.530000
i64toa_sequential,branchlut2,3,8.770000
i64toa_sequential,branchlut2,4,9.920000
i64toa_sequential,branchlut2,5,11.620000
i64toa_sequential,branchlut2,6,13.140000
i64toa_sequential,branchlut2,7,14.270000
i64toa_sequential,branchlut2,8,16.100000
i64toa_sequential,branchlut2,9,17.180000
i64toa_sequential,branchlut2,10,17.970000
i64toa_sequential,branchlut2,11,21.360000
i64toa_sequential,branchlut2,12,21.960000
i64toa_sequential,branchlut2,13,24.270000
i64toa_sequential,branchlut2,14,24.720000
i64toa_sequential,branchlut2,15,27.420000
i64toa_sequential,branchlut2,16,27.580000
i64toa_sequential,branchlut2,17,27.100000
i64toa_sequential,branchlut2,18,27.960000
i64toa_sequential,branchlut2,19,28.640000
i64toa_sequential,branchlut2,20,29.340000
i64toa_random,branchlut2,0,37.390500
i64toa_sequential,count,1,6.800000
i64toa_sequential,count,2,8.810000
i64toa_sequential,count,3,11.200000
i64toa_sequential,count,4,13.060000
i64toa_sequential,count,5,13.870000
i64toa_sequential,count,6,16.550000
i64toa_sequential,count,7,18.620000
i64toa_sequential,count,8,20.230000
i64toa_sequential,count,9,22.870000
i64toa_sequential,count,10,24.980000
i64toa_sequential,count,11,26.870000
i64toa_sequential,count,12,28.180000
i64toa_sequential,count,13,30.410000
i64toa_sequential,count,14,32.630000
i64toa_sequential,count,15,34.380000
i64toa_sequential,count,16,36.410000
i64toa_sequential,count,17,38.310000
i64toa_sequential,count,18,40.280000
i64toa_sequential,count,19,42.520000
i64toa_sequential,count,20,42.470000
i64toa_random,count,0,36.310000
i64toa_sequential,countlut,1,7.600000
i64toa_sequential,countlut,2,8.800000
i64toa_sequential,countlut,3,10.430000
i64toa_sequential,countlut,4,11.020000
i64toa_sequential,countlut,5,13.220000
i64toa_sequential,countlut,6,13.550000
i64toa_sequential,countlut,7,16.410000
i64toa_sequential,countlut,8,16.770000
i64toa_sequential,countlut,9,16.610000
i64toa_sequential,countlut,10,17.800000
i64toa_sequential,countlut,11,19.570000
i64toa_sequential,countlut,12,20.100000
i64toa_sequential,countlut,13,22.370000
i64toa_sequential,countlut,14,22.960000
i64toa_sequential,countlut,15,25.510000
i64toa_sequential,countlut,16,25.920000
i64toa_sequential,countlut,17,25.910000
i64toa_sequential,countlut,18,26.900000
i64toa_sequential,countlut,19,28.390000
i64toa_sequential,countlut,20,28.510000
i64toa_random,countlut,0,34.332000
i64toa_sequential,jeaiii,1,4.170000
i64toa_sequential,jeaiii,2,4.330000
i64toa_sequential,jeaiii,3,6.530000
i64toa_sequential,jeaiii,4,7.200000
i64toa_sequential,jeaiii,5,8.820000
i64toa_sequential,jeaiii,6,8.810000
i64toa_sequential,jeaiii,7,10.610000
i64toa_sequential,jeaiii,8,10.860000
i64toa_sequential,jeaiii,9,11.200000
i64toa_sequential,jeaiii,10,11.870000
i64toa_sequential,jeaiii,11,13.540000
i64toa_sequential,jeaiii,12,14.700000
i64toa_sequential,jeaiii,13,16.570000
i64toa_sequential,jeaiii,14,16.450000
i64toa_sequential,jeaiii,15,17.350000
i64toa_sequential,jeaiii,16,17.290000
i64toa_sequential,jeaiii,17,18.610000
i64toa_sequential,jeaiii,18,18.450000
i64toa_sequential,jeaiii,19,19.420000
i64toa_sequential,jeaiii,20,19.410000
i64toa_random,jeaiii,0,28.852500
i64toa_sequential,lut,1,7.940000
i64toa_sequential,lut,2,9.680000
i64toa_sequential,lut,3,14.480000
i64toa_sequential,lut,4,16.330000
i64toa_sequential,lut,5,19.680000
i64toa_sequential,lut,6,21.670000
i64toa_sequential,lut,7,25.970000
i64toa_sequential,lut,8,26.290000
i64toa_sequential,lut,9,30.810000
i64toa_sequential,lut,10,32.590000
i64toa_sequential,lut,11,36.010000
i64toa_sequential,lut,12,37.530000
i64toa_sequential,lut,13,41.080000
i64toa_sequential,lut,14,43.040000
i64toa_sequential,lut,15,46.330000
i64toa_sequential,lut,16,47.770000
i64toa_sequential,lut,17,40.180000
i64toa_sequential,lut,18,41.390000
i64toa_sequential,lut,19,46.080000
i64toa_sequential,lut,20,46.170000
i64toa_random,lut,0,44.164000
i64toa_sequential,mwilson,1,8.220000
i64toa_sequential,mwilson,2,12.090000
i64toa_sequential,mwilson,3,15.320000
i64toa_sequential,mwilson,4,18.580000
i64toa_sequential,mwilson,5,22.650000
i64toa_sequential,mwilson,6,25.970000
i64toa_sequential,mwilson,7,29.490000
i64toa_sequential,mwilson,8,32.740000
i64toa_sequential,mwilson,9,36.870000
i64toa_sequential,mwilson,10,39.980000
i64toa_sequential,mwilson,11,43.970000
i64toa_sequential,mwilson,12,47.110000
i64toa_sequential,mwilson,13,51.910000
i64toa_sequential,mwilson,14,53.420000
i64toa_sequential,mwilson,15,58.350000
i64toa_sequential,mwilson,16,62.020000
i64toa_sequential,mwilson,17,65.520000
i64toa_sequential,mwilson,18,69.170000
i64toa_sequential,mwilson,19,73.640000
i64toa_sequential,mwilson,20,73.190000
i64toa_random,mwilson,0,51.695000
i64toa_sequential,naive,1,9.800000
i64toa_sequential,naive,2,12.610000
i64toa_sequential,naive,3,15.320000
i64toa_sequential,naive,4,19.350000
i64toa_sequential,naive,5,21.880000
i64toa_sequential,naive,6,25.970000
i64toa_sequential,naive,7,29.550000
i64toa_sequential,naive,8,32.420000
i64toa_sequential,naive,9,35.870000
i64toa_sequential,naive,10,39.300000
i64toa_sequential,naive,11,42.780000
i64toa_sequential,naive,12,45.730000
i64toa_sequential,naive,13,49.130000
i64toa_sequential,naive,14,52.020000
i64toa_sequential,naive,15,55.390000
i64toa_sequential,naive,16,57.880000
i64toa_sequential,naive,17,49.720000
i64toa_sequential,naive,18,52.870000
i64toa_sequential,naive,19,56.100000
i64toa_sequential,naive,20,56.410000
i64toa_random,naive,0,48.829000
i64toa_sequential,null,1,2.510000
i64toa_sequential,null,2,2.510000
i64toa_sequential,null,3,2.510000
i64toa_sequential,null,4,2.510000
i64toa_sequential,null,5,2.510000
i64toa_sequential,null,6,2.510000
i64toa_sequential,null,7,2.490000
i64toa_sequential,null,8,2.510000
i64toa_sequential,null,9,2.510000
i64toa_sequential,null,10,2.510000
i64toa_sequential,null,11,2.480000
i64toa_sequential,null,12,2.480000
i64toa_sequential,null,13,2.480000
i64toa_sequential,null,14,2.510000
i64toa_sequential,null,15,2.510000
i64toa_sequential,null,16,2.490000
i64toa_sequential,null,17,2.510000
i64toa_sequential,null,18,2.510000
i64toa_sequential,null,19,2.510000
i64toa_sequential,null,20,2.510000
i64toa_random,null,0,2.514000
i64toa_sequential,sprintf,1,136.890000
i64toa_sequential,sprintf,2,141.000000
i64toa_sequential,sprintf,3,144.960000
i64toa_sequential,sprintf,4,149.050000
i64toa_sequential,sprintf,5,152.740000
i64toa_sequential,sprintf,6,156.680000
i64toa_sequential,sprintf,7,159.850000
i64toa_sequential,sprintf,8,163.620000
i64toa_sequential,sprintf,9,167.000000
i64toa_sequential,sprintf,10,170.280000
i64toa_sequential,sprintf,11,173.380000
i64toa_sequential,sprintf,12,176.840000
i64toa_sequential,sprintf,13,180.130000
i64toa_sequential,sprintf,14,183.170000
i64toa_sequential,sprintf,15,186.710000
i64toa_sequential,sprintf,16,189.710000
i64toa_sequential,sprintf,17,192.650000
i64toa_sequential,sprintf,18,195.710000
i64toa_sequential,sprintf,19,198.300000
i64toa_sequential,sprintf,20,198.460000
i64toa_random,sprintf,0,181.604000
i64toa_sequential,sse2,1,6.450000
i64toa_sequential,sse2,2,7.800000
i64toa_sequential,sse2,3,9.590000
i64toa_sequential,sse2,4,8.580000
i64toa_sequential,sse2,5,12.440000
i64toa_sequential,sse2,6,13.120000
i64toa_sequential,sse2,7,13.220000
i64toa_sequential,sse2,8,12.980000
i64toa_sequential,sse2,9,15.560000
i64toa_sequential,sse2,10,15.270000
i64toa_sequential,sse2,11,15.250000
i64toa_sequential,sse2,12,15.290000
i64toa_sequential,sse2,13,15.260000
i64toa_sequential,sse2,14,15.250000
i64toa_sequential,sse2,15,15.270000
i64toa_sequential,sse2,16,14.660000
i64toa_sequential,sse2,17,14.190000
i64toa_sequential,sse2,18,13.730000
i64toa_sequential,sse2,19,17.280000
i64toa_sequential,sse2,20,17.200000
i64toa_random,sse2,0,30.458000
i64toa_sequential,tmueller,1,4.070000
i64toa_sequential,tmueller,2,6.450000
i64toa_sequential,tmueller,3,9.570000
i64toa_sequential,tmueller,4,9.740000
i64toa_sequential,tmueller,5,12.420000
i64toa_sequential,tmueller,6,12.080000
i64toa_sequential,tmueller,7,13.870000
i64toa_sequential,tmueller,8,13.880000
i64toa_sequential,tmueller,9,16.600000
i64toa_sequential,tmueller,10,16.660000
i64toa_sequential,tmueller,11,18.990000
i64toa_sequential,tmueller,12,19.110000
i64toa_sequential,tmueller,13,20.980000
i64toa_sequential,tmueller,14,20.910000
i64toa_sequential,tmueller,15,23.290000
i64toa_sequential,tmueller,16,23.160000
i64toa_sequential,tmueller,17,25.720000
i64toa_sequential,tmueller,18,26.080000
i64toa_sequential,tmueller,19,27.630000
i64toa_sequential,tmueller,20,27.710000
i64toa_random,tmueller,0,26.728000
i64toa_sequential,unnamed,1,10.350000
i64toa_sequential,unnamed,2,12.980000
i64toa_sequential,unnamed,3,14.330000
i64toa_sequential,unnamed,4,18.630000
i64toa_sequential,unnamed,5,20.860000
i64toa_sequential,unnamed,6,22.910000
i64toa_sequential,unnamed,7,24.680000
i64toa_sequential,unnamed,8,26.590000
i64toa_sequential,unnamed,9,29.640000
i64toa_sequential,unnamed,10,29.920000
i64toa_sequential,unnamed,11,43.320000
i64toa_sequential,unnamed,12,46.720000
i64toa_sequential,unnamed,13,50.770000
i64toa_sequential,unnamed,14,55.920000
i64toa_sequential,unnamed,15,59.330000
i64toa_sequential,unnamed,16,61.890000
i64toa_sequential,unnamed,17,65.900000
i64toa_sequential,unnamed,18,69.710000
i64toa_sequential,unnamed,19,71.350000
i64toa_sequential,unnamed,20,71.430000
i64toa_random,unnamed,0,55.362000
i64toa_sequential,unrolledlut,1,6.290000
i64toa_sequential,unrolledlut,2,6.610000
i64toa_sequential,unrolledlut,3,8.390000
i64toa_sequential,unrolledlut,4,8.550000
i64toa_sequential,unrolledlut,5,9.920000
i64toa_sequential,unrolledlut,6,10.580000
i64toa_sequential,unrolledlut,7,11.070000
i64toa_sequential,unrolledlut,8,11.130000
i64toa_sequential,unrolledlut,9,11.650000
i64toa_sequential,unrolledlut,10,11.400000
i64toa_sequential,unrolledlut,11,15.160000
i64toa_sequential,unrolledlut,12,14.410000
i64toa_sequential,unrolledlut,13,17.070000
i64toa_sequential,unrolledlut,14,16.860000
i64toa_sequential,unrolledlut,15,17.540000
i64toa_sequential,unrolledlut,16,17.840000
i64toa_sequential,unrolledlut,17,18.940000
i64toa_sequential,unrolledlut,18,19.190000
i64toa_sequential,unrolledlut,19,21.320000
i64toa_sequential,unrolledlut,20,21.290000
i64toa_random,unrolledlut,0,28.998000
